AAPL,AXP,BA,CAT,CSCO,CVX,DIS,DWDP,GE,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,V,VZ,WMT,XOM
1.93754E+11,48660795480,40820331820,36460724400,1.42031E+11,1.58616E+11,61686965700,33373924680,1.64504E+11,88977312560,48750812040,1.73987E+11,1.15299E+11,1.78459E+11,1.75896E+11,1.32172E+11,67751359860,58774673160,1.13046E+11,2.74809E+11,25598248500,1.52756E+11,1.78576E+11,27214839130,36638396010,67155918570,41337043020,94536765440,2.06626E+11,3.27211E+11
1.94089E+11,48553770270,42157273980,36896634000,1.41399E+11,1.59739E+11,61533084900,34860768480,1.65356E+11,90550403480,49107898560,1.71885E+11,1.15244E+11,1.76389E+11,1.79304E+11,1.30573E+11,67233350100,58406535000,1.13504E+11,2.74898E+11,25700093100,1.50578E+11,1.78635E+11,26570118990,36580295160,66152751840,40863360090,94707204320,2.04568E+11,3.28488E+11
1.91001E+11,49338621810,43436088220,37008725040,1.40478E+11,1.59759E+11,61206088200,35478380520,1.64504E+11,89583929320,48937857360,1.70768E+11,1.14858E+11,1.77824E+11,1.80289E+11,1.30527E+11,66316041150,59234845860,1.15032E+11,2.73211E+11,25543409100,1.50093E+11,1.77788E+11,26193121620,36940520430,65805862410,40314638280,90673484160,2.04111E+11,3.31327E+11
1.90648E+11,49921314620,45194457800,37158179760,1.41111E+11,1.59157E+11,61225323300,35501255040,1.73022E+11,91336948940,49515997440,1.70177E+11,1.13753E+11,1.76555E+11,1.8386E+11,1.30202E+11,66801675300,59277323340,1.15215E+11,2.70387E+11,26172872700,1.49529E+11,1.76823E+11,26570118990,38358181170,66087124110,40689832680,90133761040,2.04225E+11,3.30286E+11
1.91916E+11,49885639550,44758498400,37575407520,1.41859E+11,1.59438E+11,61321498800,35627064900,1.76748E+11,89609633420,49277939760,1.71885E+11,1.15023E+11,1.77162E+11,1.83408E+11,1.27793E+11,66736924080,59695018560,1.15154E+11,2.72234E+11,26121202640,1.50739E+11,1.7659E+11,26531872880,37997955900,66218379570,40802391000,90190574000,2.03196E+11,3.28962E+11
1.90223E+11,49314838430,44228081130,39935546640,1.41456E+11,1.62267E+11,60321273600,35181011760,1.78452E+11,88195907920,47883601920,1.70085E+11,1.15686E+11,1.77189E+11,1.82793E+11,1.30388E+11,67254933840,59454312840,1.15612E+11,2.68771E+11,25799258420,1.51949E+11,1.75888E+11,26520945420,38253599640,67652814240,40685142750,90559858240,2.06549E+11,3.32652E+11
1.88059E+11,49968881380,43908377570,38758590720,1.39213E+11,1.61324E+11,59282578200,35295384360,1.78558E+11,86273241240,47577527760,1.71438E+11,1.13797E+11,1.78127E+11,1.78524E+11,1.31801E+11,67621857420,59503869900,1.14696E+11,2.66995E+11,25763486840,1.51465E+11,1.77904E+11,26690321050,37242644850,67259047860,40492855620,90645077680,2.08531E+11,3.30996E+11
1.9093E+11,50123473350,44438794840,38814636240,1.41744E+11,1.601E+11,60186627900,35169574500,1.79197E+11,86915843740,47832589560,1.71071E+11,1.15741E+11,1.79259E+11,1.81643E+11,1.32149E+11,67546314330,59312721240,1.18911E+11,2.69481E+11,25994014800,1.55016E+11,1.79745E+11,26783204460,37812033180,68027829840,40868050020,90531451760,2.09598E+11,3.29671E+11
1.89824E+11,50753732920,44729434440,38596681440,1.43527E+11,1.59599E+11,59667280200,34917954780,1.77813E+11,86638239460,48121659600,1.73803E+11,1.18613E+11,1.79617E+11,1.8345E+11,1.32381E+11,67611065550,59114493000,1.22148E+11,2.74898E+11,25831055380,1.56388E+11,1.7992E+11,26925261440,38718406440,68262214590,41008747920,88685030560,2.06549E+11,3.29719E+11
1.86652E+11,50408873910,44191751180,37438407360,1.40363E+11,1.58957E+11,58859406000,34300342740,1.75045E+11,84931487220,48580770840,1.73107E+11,1.14858E+11,1.78127E+11,1.79304E+11,1.30434E+11,67211766360,59022458460,1.2056E+11,2.7401E+11,25592578180,1.57275E+11,1.777E+11,26657538670,39218073750,67493432610,40399057020,86867015840,2.0453E+11,3.27021E+11
1.94909E+11,51086700240,44068229350,37942817040,1.42952E+11,1.59859E+11,59648045100,35089513680,1.7611E+11,85779722520,49107898560,1.76207E+11,1.16238E+11,1.80307E+11,1.7061E+11,1.30735E+11,68506790760,60261384960,1.24073E+11,2.76141E+11,25719766020,1.61391E+11,1.80329E+11,27007217390,40821657210,67774694310,41201035050,88713437040,2.05864E+11,3.27779E+11
1.91905E+11,51110483620,43741259800,37214225280,1.40421E+11,1.5679E+11,59994276900,34723521360,1.75684E+11,86257818780,48733807920,1.71097E+11,1.16404E+11,1.79755E+11,1.71083E+11,1.28604E+11,67999572870,59978201760,1.25325E+11,2.71568E+11,25509111160,1.60907E+11,1.76619E+11,26734030890,40147687350,66968410770,40999368060,87236300080,2.05216E+11,3.21911E+11
1.88594E+11,50135365040,43014660800,35402086800,1.37947E+11,1.52958E+11,58878641100,32790624420,1.70573E+11,82700371340,48427733760,1.69455E+11,1.15078E+11,1.765E+11,1.59809E+11,1.25985E+11,68204618400,58548126600,1.22423E+11,2.66462E+11,25294481680,1.55258E+11,1.74837E+11,26744958350,38462762700,65749610070,39606458850,87009048240,2.01634E+11,3.15618E+11
1.79238E+11,45999280000,41975624230,33782994000,1.32137E+11,1.49648E+11,57666829800,31749833760,1.71531E+11,79230317840,47135420640,1.64857E+11,1.09943E+11,1.74375E+11,1.54369E+11,1.25684E+11,68409663930,57684417840,1.18727E+11,2.57139E+11,25032156760,1.52998E+11,1.7621E+11,26395279630,38532483720,64765194120,38799790890,86185260320,2.01711E+11,3.12778E+11
1.84064E+11,45045680000,41982890220,34337221920,1.32252E+11,1.49567E+11,57551419200,32493255660,1.74299E+11,79672428360,46965379440,1.65672E+11,1.12207E+11,1.7443E+11,1.54566E+11,1.25939E+11,68085907830,57932203140,1.18391E+11,2.60336E+11,25306405540,1.52111E+11,1.77145E+11,26712175970,38346561000,64305800010,38471495790,87151080640,2.01482E+11,3.11595E+11
1.86745E+11,45415200000,41932028290,34779358800,1.31734E+11,1.48765E+11,57410073960,32127263340,1.74087E+11,77564692160,47152424760,1.65186E+11,1.1044E+11,1.73244E+11,1.5153E+11,1.25452E+11,68862922470,57790611540,1.17842E+11,2.61934E+11,25334227880,1.51546E+11,1.7732E+11,27444315790,37695831480,64193295330,38058781950,85702350160,2.04263E+11,3.11927E+11
1.88508E+11,46094640000,44998276070,33278584320,1.33172E+11,1.47862E+11,56751967920,32298822240,1.73554E+11,77883423000,47339470080,1.65947E+11,1.11765E+11,1.75037E+11,1.55039E+11,1.2631E+11,68776587510,58264943400,1.18025E+11,2.63444E+11,25437568000,1.53321E+11,1.77671E+11,26483270000,38625445080,63387011790,39353202630,84711320000,2.03463E+11,3.10129E+11
1.80715E+11,44616560000,45456033440,32294674080,1.29548E+11,1.46939E+11,56810036100,31303780620,1.72064E+11,78803629780,46489264080,1.62558E+11,1.09998E+11,1.76031E+11,1.5563E+11,1.25545E+11,67805319210,57167608500,1.15978E+11,2.58915E+11,25246786240,1.50335E+11,1.79155E+11,26155481000,38846228310,63162002430,38762271450,83179880000,2.00453E+11,3.07384E+11
1.74162E+11,44890720000,44031899400,32531310720,1.29261E+11,1.44692E+11,57197157300,30983537340,1.71212E+11,76454275040,47628540120,1.60772E+11,1.07127E+11,1.73437E+11,1.53501E+11,1.25707E+11,67373644410,57196113510,1.1662E+11,2.47152E+11,25338202500,1.50578E+11,1.78778E+11,26363601000,38346561000,63265131720,38471495790,83435120000,2.03577E+11,3.04876E+11
1.7658E+11,45546320000,44831158300,32967220320,1.30756E+11,1.47621E+11,57139089120,32744875380,1.73022E+11,78721376660,48274696680,1.63767E+11,1.08286E+11,1.74072E+11,1.56221E+11,1.26008E+11,68949257430,57160583560,1.16986E+11,2.49169E+11,25477314200,1.51627E+11,1.80056E+11,26374007000,38497623210,63330759450,39235954380,83973960000,2.03768E+11,3.13157E+11
1.77605E+11,46511840000,45005542060,33347084400,1.32425E+11,1.49367E+11,58029467880,31532525820,1.7941E+11,80680029080,49362960360,1.64897E+11,1.09943E+11,1.76555E+11,1.59848E+11,1.27561E+11,69100343610,57153477570,1.20774E+11,2.49607E+11,25409745660,1.55258E+11,1.82699E+11,26582127000,39566678850,63780778170,39400101930,84314280000,2.03806E+11,3.16848E+11
1.80661E+11,45689360000,44656774540,33247447920,1.32712E+11,1.46879E+11,59519884500,31543963080,1.776E+11,80829112860,48410729640,1.65067E+11,1.08673E+11,1.75562E+11,1.58823E+11,1.27144E+11,70373784270,57913818500,1.18269E+11,2.51098E+11,25437568000,1.50255E+11,1.81973E+11,26311571000,38718406440,63977661360,39170295360,82782840000,2.06778E+11,3.15144E+11
1.7415E+11,44735760000,43101852680,32008219200,1.3323E+11,1.43187E+11,57429430020,30434548860,1.70786E+11,77461875760,47492507160,1.61573E+11,1.05028E+11,1.7283E+11,1.51176E+11,1.23807E+11,69132719220,56286546790,1.13321E+11,2.4417E+11,24678415580,1.45494E+11,1.78342E+11,25874519000,37719071820,62233838820,38973787050,81194680000,2.01825E+11,3.06248E+11
1.77242E+11,45117200000,42433381600,32226174000,1.36336E+11,1.42806E+11,57177801240,30331613520,1.68124E+11,79250881120,47577527760,1.62256E+11,1.07513E+11,1.7283E+11,1.50979E+11,1.23019E+11,68388080190,55810445460,1.12191E+11,2.45748E+11,24523405400,1.44929E+11,1.78052E+11,26160684000,37812033180,62346343500,38743839360,81506640000,2.03654E+11,3.06627E+11
1.76027E+11,43853680000,42062816110,31622127840,1.3518E+11,1.407E+11,57061664880,29942746680,1.66101E+11,77677790200,48614779080,1.60102E+11,1.06851E+11,1.72085E+11,1.48613E+11,1.22E+11,67902446040,55092740470,1.11763E+11,2.43117E+11,24364420600,1.43961E+11,1.77209E+11,25520715000,37660970970,61315050600,38973787050,80457320000,2.01672E+11,3.04498E+11
1.77904E+11,44747680000,45221746240,33334629840,1.37429E+11,1.43067E+11,57758483040,31784145540,1.66101E+11,78392364180,49090894440,1.61849E+11,1.08507E+11,1.73161E+11,1.51333E+11,1.25151E+11,68603917590,55938353280,1.11397E+11,2.45661E+11,24845349620,1.44283E+11,1.79388E+11,25791271000,38346561000,62365094280,39077028870,81535000000,2.02892E+11,3.0852E+11
1.7693E+11,44998000000,45070351040,33097993200,1.36681E+11,1.41943E+11,58243635450,31463902260,1.67059E+11,78978417660,48716803800,1.61324E+11,1.08728E+11,1.73078E+11,1.53226E+11,1.24641E+11,68258577750,55867293380,1.10572E+11,2.45485E+11,24897019680,1.43154E+11,1.79126E+11,25853707000,38009576070,62477598960,39250662840,81875320000,2.02854E+11,3.06864E+11
1.80153E+11,45641680000,45865175840,34966177200,1.37659E+11,1.4391E+11,58495772400,31864206360,1.67911E+11,79194332100,49294943880,1.62532E+11,1.10771E+11,1.73575E+11,1.53817E+11,1.25638E+11,68841338730,57039781730,1.12649E+11,2.46625E+11,25020232900,1.44203E+11,1.79969E+11,26119060000,38337492960,62533954000,39954584340,82357440000,2.02244E+11,3.08709E+11
1.81704E+11,45796640000,45153618400,34997313600,1.36681E+11,1.42465E+11,58321216050,31784145540,1.65569E+11,79132642260,49311948000,1.62887E+11,1.12814E+11,1.73051E+11,1.53541E+11,1.25081E+11,68625501330,56265228820,1.12771E+11,2.44959E+11,24837400380,1.43638E+11,1.79388E+11,26249135000,37249411940,61577806000,39785643180,82045480000,2.01558E+11,3.06627E+11
1.84442E+11,47227040000,46372349760,35570223360,1.38062E+11,1.46438E+11,59097022050,32573316480,1.70786E+11,80916506800,50060129280,1.64503E+11,1.14416E+11,1.75506E+11,1.57956E+11,1.27028E+11,69078759870,57181901530,1.15032E+11,2.48643E+11,25298456300,1.42992E+11,1.82496E+11,26852683000,36612768790,62177742000,40301852280,82754480000,2.04073E+11,3.1363E+11
1.83671E+11,46547600000,46796256320,35806860000,1.37816E+11,1.46137E+11,59853432900,32870685240,1.71957E+11,80844535320,51046368240,1.65947E+11,1.14085E+11,1.76527E+11,1.57838E+11,1.2821E+11,69348556620,57038282620,1.14054E+11,2.50747E+11,25628349760,1.42589E+11,1.82554E+11,26925525000,37677699150,63133890000,40555264020,82641040000,2.05978E+11,3.1117E+11
1.84014E+11,46666800000,47606220640,35999905680,1.39018E+11,1.47701E+11,60163755300,33785666040,1.72915E+11,80057989860,51522483600,1.67892E+11,1.15078E+11,1.78045E+11,1.59296E+11,1.29554E+11,69585977760,57728663630,1.13901E+11,2.54071E+11,25612451280,1.43073E+11,1.84122E+11,27085892760,37839753770,63846314000,40808675760,82669400000,2.0373E+11,3.12116E+11
1.82873E+11,46559520000,48136103840,36390114750,1.39476E+11,1.48564E+11,60571053450,33623093620,1.72531E+11,80289326760,51267421800,1.67077E+11,1.14968E+11,1.76058E+11,1.57798E+11,1.29113E+11,69866566380,58020474160,1.14512E+11,2.52326E+11,25576679700,1.45171E+11,1.84296E+11,27157793120,36971604020,64230648000,40738283610,82300720000,2.03806E+11,3.1169E+11
1.81736E+11,46404560000,48423754720,36252675690,1.39133E+11,1.46377E+11,60357706800,33772631840,1.73385E+11,80561790220,51556491840,1.66631E+11,1.15244E+11,1.75175E+11,1.61031E+11,1.28325E+11,69898941990,57422618440,1.13382E+11,2.51975E+11,25560781220,1.44848E+11,1.84209E+11,27239964960,38291191640,64118160000,40785211710,82244000000,2.05102E+11,3.09466E+11
1.78692E+11,45212560000,47515383520,35396805180,1.37702E+11,1.44532E+11,59969803800,33220490720,1.70184E+11,80556649400,52287669000,1.66118E+11,1.12623E+11,1.74679E+11,1.57207E+11,1.27051E+11,70006860690,56732237430,1.11519E+11,2.48467E+11,25489238060,1.42589E+11,1.83599E+11,26890734640,37978657730,63546346000,40414479720,81506640000,2.04301E+11,3.07289E+11
1.81954E+11,45784720000,48052836480,35584222080,1.39362E+11,1.45133E+11,60881375850,33358526000,1.71998E+11,81394603060,53324920320,1.6574E+11,1.14347E+11,1.75065E+11,1.62297E+11,1.27816E+11,70427743620,56988461310,1.12802E+11,2.51098E+11,25807207660,1.43718E+11,1.85574E+11,27111571460,38916259460,64324388000,40184532030,82246400000,2.05444E+11,3.10176E+11
1.83173E+11,45343680000,47591081120,35478019170,1.39305E+11,1.44672E+11,60823190400,32576326080,1.69864E+11,80422988080,53324920320,1.65064E+11,1.1396E+11,1.74596E+11,1.61463E+11,1.23089E+11,69478059060,56753589420,1.11702E+11,2.50835E+11,26296085920,1.4275E+11,1.85023E+11,27091028500,38719478850,64371258000,39996819630,82019200000,2.06321E+11,3.08236E+11
1.85548E+11,45703004130,47810604160,35640447150,1.39305E+11,1.45204E+11,60590448600,32564823140,1.71357E+11,80376720700,53052854400,1.65181E+11,1.13408E+11,1.73823E+11,1.66747E+11,1.22162E+11,68906089950,57045399950,1.12649E+11,2.51449E+11,26868431200,1.4162E+11,1.83803E+11,27008856660,39194067380,64352510000,40020283680,82161200000,2.06016E+11,3.07573E+11
1.89511E+11,45631200510,48446464000,36140225550,1.40851E+11,1.46228E+11,61172303100,33001934860,1.6965E+11,82379331540,53443949160,1.67013E+11,1.15286E+11,1.74899E+11,1.66191E+11,1.22794E+11,68839984780,57351445140,1.16108E+11,2.54519E+11,27122806880,1.43249E+11,1.84471E+11,27260507920,39402423320,65211870960,40742976420,82207725730,2.05368E+11,3.08771E+11
1.89384E+11,45942349530,48779533440,36327642450,1.40908E+11,1.47252E+11,61831738200,33220490720,1.6965E+11,83542346250,53324920320,1.65519E+11,1.14333E+11,1.74582E+11,1.65357E+11,1.22863E+11,68936821270,57742898290,1.16482E+11,2.49607E+11,27039339860,1.42039E+11,1.85052E+11,27368358460,39298245350,65314876500,40569342450,82973372020,2.04187E+11,3.09196E+11
1.89819E+11,45810709560,48787103200,36590026110,1.42225E+11,1.46871E+11,61366254600,34060205340,1.71037E+11,83000307720,53511965640,1.64818E+11,1.13352E+11,1.74472E+11,1.64999E+11,1.24315E+11,68463398430,57650373000,1.15921E+11,2.49607E+11,26884329680,1.39737E+11,1.84587E+11,27281050880,39471875300,65174414400,40733590800,82604727510,2.04454E+11,3.08913E+11
1.91071E+11,46540713030,49619776800,36515059350,1.42855E+11,1.4677E+11,63170003550,34002690640,1.71891E+11,86099926110,53460953280,1.6461E+11,1.13408E+11,1.7494E+11,1.66549E+11,1.2556E+11,68248206230,57664607660,1.15703E+11,2.51098E+11,26880355060,1.39818E+11,1.84935E+11,27501887700,38140712350,65895453180,40846218240,83001729290,2.05597E+11,3.08771E+11
1.98543E+11,48108425400,51421379680,37002343290,1.44343E+11,1.49221E+11,64430688300,34508820000,1.74452E+11,87978642180,54073101600,1.65298E+11,1.14844E+11,1.76233E+11,1.70085E+11,1.2609E+11,68506436870,58675268520,1.16793E+11,2.50726E+11,27154603840,1.41028E+11,1.84994E+11,27702181560,39055163420,66719497500,41536061310,82888300210,2.06283E+11,3.13823E+11
1.98661E+11,47522029170,50899066240,36802431930,1.49611E+11,1.49903E+11,64372502850,33933673000,1.73598E+11,89378469840,54345167520,1.64207E+11,1.14733E+11,1.76674E+11,1.69211E+11,1.25537E+11,70066580320,57871010230,1.16357E+11,2.51098E+11,27353334840,1.39979E+11,1.83541E+11,27630281200,38314342300,66260654640,42530937030,84022591010,2.06321E+11,3.1387E+11
2.02233E+11,47510061900,51315403040,36971107140,1.49611E+11,1.49221E+11,64605244650,33611590680,1.75945E+11,88857481350,53869052160,1.6309E+11,1.15673E+11,1.76866E+11,1.68535E+11,1.24892E+11,70045061100,58354988670,1.15391E+11,2.52589E+11,27397055660,1.39011E+11,1.83861E+11,27512159180,38291191640,67215796920,42305682150,84816594570,2.05978E+11,3.15287E+11
2.03884E+11,47533996440,52995889760,36721217940,1.48134E+11,1.48538E+11,64644034950,33427543640,1.76159E+11,90483596940,53920064520,1.63181E+11,1.17054E+11,1.76921E+11,1.70561E+11,1.24938E+11,69872907340,58048943480,1.14239E+11,2.5408E+11,27472573440,1.38366E+11,1.83018E+11,27162928860,38476396920,67225161060,42948597120,84362878250,2.0434E+11,3.17364E+11
2.04482E+11,48000719970,53041308320,36796184700,1.48695E+11,1.48598E+11,65575002150,33818643600,1.75839E+11,91309811010,54634237560,1.65753E+11,1.17385E+11,1.76729E+11,1.71555E+11,1.23555E+11,70163416810,57835423580,1.14893E+11,2.55922E+11,27722974500,1.39495E+11,1.83483E+11,27537837880,38777355500,67459264560,43521119940,84618093680,2.05635E+11,3.17364E+11
2.0548E+11,48778592520,52859634080,37708280280,1.48179E+11,1.48056E+11,65342260350,34324772960,1.81814E+11,92072874960,55178369400,1.66194E+11,1.17495E+11,1.76619E+11,1.71435E+11,1.22978E+11,70507724330,57920831540,1.15765E+11,2.56711E+11,27782593800,1.37801E+11,1.83919E+11,27301593840,38094411030,66981693420,43760453250,84306163710,2.05368E+11,3.15381E+11
2.02977E+11,48706788900,52534134400,37152276810,1.49325E+11,1.47755E+11,65400445800,34508820000,1.84481E+11,91320336030,55586468280,1.66052E+11,1.16943E+11,1.77692E+11,1.71118E+11,1.2367E+11,70938108730,57835423580,1.17603E+11,2.56887E+11,27977350180,1.39253E+11,1.85023E+11,27080757020,37654548490,67271981760,43366257210,84674808220,2.1116E+11,3.1302E+11
2.0353E+11,48970068840,52019390720,37139782350,1.49725E+11,1.48578E+11,65458631250,35014949360,1.92804E+11,92720163690,55348410600,1.67143E+11,1.21583E+11,1.77582E+11,1.71793E+11,1.23785E+11,71088743270,58120116780,1.18195E+11,2.57588E+11,27973375560,1.39253E+11,1.84529E+11,27142385900,38256465650,67796373600,43009603650,84873309110,2.13332E+11,3.14295E+11
2.03231E+11,48989233680,52518994880,37620819060,1.50355E+11,1.49964E+11,65458631250,35003446420,1.92484E+11,92956976640,55297398240,1.65961E+11,1.22868E+11,1.77912E+11,1.73978E+11,1.24108E+11,71422291180,58490217940,1.18631E+11,2.59869E+11,28172106560,1.3885E+11,1.85923E+11,27214286260,37909205750,67599726660,42943904310,85497169050,2.13065E+11,3.18025E+11
2.03711E+11,48977288000,53646889120,37339693710,1.50813E+11,1.50144E+11,65516816700,34508820000,1.94084E+11,93383239950,55093348800,1.66766E+11,1.22633E+11,1.79322E+11,1.73382E+11,1.24361E+11,71745079480,59550700110,1.19784E+11,2.59693E+11,29674512920,1.39011E+11,1.8511E+11,27006756920,38881533470,67890015000,42296296530,85922528100,2.13141E+11,3.18167E+11
2.01535E+11,48176927440,53533342720,37089804510,1.49725E+11,1.50586E+11,65245284600,33301011300,1.92804E+11,93620052900,55025332320,1.65896E+11,1.21487E+11,1.7946E+11,1.72627E+11,1.26206E+11,71583685330,58333636680,1.18569E+11,2.59518E+11,29221406240,1.3643E+11,1.85429E+11,27047231640,39807559870,68582961360,41690924040,86234458070,2.10855E+11,3.16514E+11
2.03802E+11,49072853440,54434144160,37452143850,1.5047E+11,1.49542E+11,65846534250,34037199460,1.92804E+11,92703060533,55552460040,1.66246E+11,1.22854E+11,1.79433E+11,1.7378E+11,1.25721E+11,72100146610,58248228720,1.19317E+11,2.59606E+11,29364492560,1.38366E+11,1.85545E+11,27011816260,38545848900,67993020540,41878636440,86915032550,2.11922E+11,3.16184E+11
2.07076E+11,49263984320,54638527680,38988962430,1.52531E+11,1.50165E+11,65962905150,34474311180,1.95578E+11,92109709990,55416427080,1.68052E+11,1.25243E+11,1.80149E+11,1.77117E+11,1.27473E+11,72465973350,58611212550,1.1994E+11,2.62061E+11,29606944380,1.41512E+11,1.87433E+11,27269842600,38383794280,68442499260,42225904380,87983200000,2.12951E+11,3.16089E+11
2.07992E+11,48989233680,54744504320,38770309380,1.51443E+11,1.48478E+11,66699920850,34922925840,1.96858E+11,91888431730,54957315840,1.66961E+11,1.23903E+11,1.78468E+11,1.78547E+11,1.25906E+11,71874194800,58084530130,1.18413E+11,2.60044E+11,29165761560,1.42077E+11,1.84761E+11,27350792040,37874479760,68395678560,41648688750,86506400000,2.11769E+11,3.13965E+11
2.05525E+11,49479006560,54873190240,38820287220,1.51329E+11,1.48216E+11,68057581350,34370784720,1.95258E+11,92146589700,55467439440,1.67883E+11,1.23461E+11,1.77972E+11,1.78547E+11,1.26321E+11,71981790900,57616009320,1.17697E+11,2.63202E+11,29241279340,1.40302E+11,1.8479E+11,27360910720,38337492960,68611053780,42427695210,86080400000,2.11884E+11,3.1302E+11
2.09379E+11,49120636160,54948887840,39007704120,1.51552E+11,1.49482E+11,68484274650,34577837640,1.95685E+11,91077078110,55456950500,1.67909E+11,1.22854E+11,1.77448E+11,1.78865E+11,1.25975E+11,72369136860,57665844000,1.16606E+11,2.60132E+11,29368467180,1.38285E+11,1.84994E+11,27497512900,37770301790,68938798680,42352610250,86250800000,2.11503E+11,3.14154E+11
2.1073E+11,49550680640,56099491360,39657416040,1.51787E+11,1.51088E+11,68193347400,33956678880,1.96325E+11,91698764650,55202949200,1.67039E+11,1.23351E+11,1.78661E+11,1.78229E+11,1.26252E+11,72164704270,57922136640,1.18039E+11,2.59518E+11,29400264140,1.39415E+11,1.8511E+11,27704945840,38013383720,69294636000,42347917440,86478000000,2.12379E+11,3.17742E+11
2.13863E+11,49323712720,55660445280,39457504680,1.52588E+11,1.51229E+11,68076976500,34232749440,1.95258E+11,90292067140,55355349980,1.67273E+11,1.23406E+11,1.78881E+11,1.77117E+11,1.26482E+11,72347617640,60000954720,1.17323E+11,2.61097E+11,29336670220,1.39253E+11,1.84906E+11,27285020620,38268040980,69416369820,42704571000,88693200000,2.13027E+11,3.16561E+11
2.13097E+11,49287875680,54964027360,39263840550,1.49038E+11,1.52293E+11,67708468650,34014193580,1.94191E+11,89896927390,54779613700,1.66597E+11,1.2313E+11,1.79708E+11,1.77792E+11,1.26782E+11,71788117920,59495488680,1.16357E+11,2.56865E+11,29213457000,1.38366E+11,1.83774E+11,27290079960,37816603110,68929434540,42718649430,88096800000,2.09001E+11,3.16231E+11
2.13976E+11,49813485600,55251678240,39976024770,1.47893E+11,1.54028E+11,68949758250,34914331480,1.95578E+11,89680917660,54830413960,1.66597E+11,1.23682E+11,1.81279E+11,1.79567E+11,1.27473E+11,72713444380,59694827400,1.17479E+11,2.55747E+11,29416162620,1.37801E+11,1.84035E+11,27279961280,38187013670,69416369820,43431956550,88835200000,2.08587E+11,3.19205E+11
2.16262E+11,50972216560,54532551040,40600747770,1.4984E+11,1.55976E+11,68309718300,35697628920,1.97712E+11,91229865480,55304549720,1.68026E+11,1.25066E+11,1.80259E+11,1.80203E+11,1.26459E+11,73197626830,59936881560,1.16482E+11,2.56711E+11,29455908820,1.36349E+11,1.85197E+11,26981460220,38360643620,70090587900,43394414070,89346400000,2.08587E+11,3.21944E+11
2.17214E+11,51509772160,54774783360,40788164670,1.50126E+11,1.56418E+11,68794597050,35893453280,1.98459E+11,91092883700,55118282100,1.6748E+11,1.24014E+11,1.80011E+11,1.8219E+11,1.25145E+11,72960915410,60050789400,1.16046E+11,2.5715E+11,29376416420,1.36833E+11,1.83309E+11,26607069060,38673177530,69922033380,43361564400,88608000000,2.08738E+11,3.20574E+11
2.18175E+11,50613846160,54577969600,40275891810,1.50813E+11,1.55393E+11,68503669800,35467247320,1.97392E+11,92915795080,55219882620,1.66896E+11,1.24291E+11,1.79763E+11,1.80124E+11,1.24062E+11,72842559700,59559561840,1.14613E+11,2.57413E+11,29249228580,1.3772E+11,1.81537E+11,26561535000,38117561690,69285271860,42568479510,85881600000,2.07798E+11,3.17931E+11
2.17585E+11,52190675920,54714225280,40282139040,1.5047E+11,1.55976E+11,69182500050,35398132840,1.98032E+11,94570113500,55829485740,1.65766E+11,1.23516E+11,1.78964E+11,1.81872E+11,1.23923E+11,73983078360,59054095800,1.14581E+11,2.62412E+11,29278582900,1.38285E+11,1.81711E+11,26440110840,37758726460,69013711800,42934518690,85654400000,2.08174E+11,3.20386E+11
2.19254E+11,52417643840,54820201920,40775670210,1.52302E+11,1.59671E+11,70249233300,35455728240,1.97605E+11,94369909360,56303621500,1.6726E+11,1.24844E+11,1.79543E+11,1.82747E+11,1.25837E+11,73897001480,59438534760,1.15173E+11,2.66096E+11,29749477800,1.39173E+11,1.82205E+11,26510941600,37342014580,69285271860,43417878120,85427200000,2.07009E+11,3.24635E+11
2.19707E+11,53206058720,54441713920,41687765790,1.51901E+11,1.61539E+11,69609193350,35409651920,1.99632E+11,93695537520,56693090160,1.6674E+11,1.24783E+11,1.7946E+11,1.83383E+11,1.26229E+11,73694146680,59289030720,1.14799E+11,2.6592E+11,29887976300,1.39495E+11,1.82118E+11,26318686680,37342014580,69069896640,43732296390,85029600000,2.06821E+11,3.24399E+11
2.19834E+11,53743614320,53889121440,41350415370,1.51386E+11,1.61097E+11,69512217600,35248384800,2.02193E+11,94438400250,58149364280,1.6761E+11,1.26062E+11,1.81031E+11,1.82309E+11,1.26828E+11,74113535520,59758900560,1.14418E+11,2.67061E+11,29880062100,1.38608E+11,1.82989E+11,26419873480,37226261280,68788972440,43544583990,85398800000,2.05693E+11,3.24163E+11
2.2279E+11,55499629280,54275179200,42031363440,1.53905E+11,1.6184E+11,70210443000,35939529600,2.06461E+11,97425656760,59233103160,1.70494E+11,1.30215E+11,1.80508E+11,1.89702E+11,1.26667E+11,74651213520,60079266360,1.1289E+11,2.70306E+11,29994818000,1.3772E+11,1.83541E+11,26768967940,35941399650,69294636000,44234427060,84774000000,2.05392E+11,3.23404E+11
2.25719E+11,55750488560,54570399840,42618603060,1.55795E+11,1.63869E+11,70598346000,36077758560,2.08062E+11,97083202310,59504037880,1.70027E+11,1.34096E+11,1.80563E+11,1.90064E+11,1.25076E+11,74371620960,60513540000,1.1236E+11,2.70744E+11,29931504400,1.37075E+11,1.82989E+11,26753789920,35050307190,69865848540,44323590450,83893600000,2.03475E+11,3.21754E+11
